Country Name,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Burundi,BDI,70.0519098975133,71.1671882088235,73.4353308201368,78.5146207549818,86.1615495133979,51.3818812578693,52.1825516980849,54.8064431207722,54.9007620777181,55.7149339029583,69.7693841827188,71.6267098340753,69.1396147326763,84.4187820522328,94.6853995371613,113.753156119578,118.914933058734,142.05298389329,154.516273299419,193.149963916389,221.231941787803,227.128120029126,231.343693847179,240.781703183952,213.616841365552,242.058503810168,245.915327496274,225.071475788735,209.414860843789,209.894412605431,208.146678899064,209.778011006784,190.488879935296,161.887525025872,156.812380979725,167.098887846036,143.402323772521,158.914669880487,144.493017302487,128.938918689721,136.46397080034,134.363426917623,123.117536141087,113.567251308875,128.336702810905,151.681566343002,167.376462504995,172.495596648941,198.352851736367,212.137057219997,234.235538877634,249.577979366801,252.358870682831,256.975652630896,274.857836231788,305.549652502657,260.56522079627,253.826354063895,238.783467020173,228.213589244227,238.990725856496,
Belgium,BEL,1273.69165910289,1350.19767333123,1438.5232330684,1535.02372901043,1701.84627554319,1835.59476553194,1957.62608042762,2086.63600544654,2222.36151051913,2458.08182003773,2765.89099664794,3082.92798879126,3831.63189999433,4900.96220075866,5733.79813933878,6701.37736052433,7243.04734119583,8426.94695947372,10289.7684173296,11810.6158754725,12864.0025661396,10622.8024830789,9343.86109959618,8846.23429846974,8457.26880316374,8750.81851250536,12170.0406962702,15135.8523116968,16391.093827791,16525.0617432848,20600.3752789827,21041.6606519648,23372.619171015,22283.9360213551,24208.5547931447,28413.8264387368,27489.5551770488,24820.9380503896,25338.4432934904,25244.2750474813,23041.5347290428,22995.1575247288,24887.5613341833,30587.6684093796,35364.3753314368,36795.9768819639,38672.7059429767,44262.8960009954,48106.892915788,44583.5448070814,44141.8781415734,47348.5250202016,44673.1158755901,46744.6625441516,47700.5403601178,40991.8081381432,41984.1030335609,44089.3100875118,47519.5530968943,46591.4916067396,45159.3482229717,
Benin,BEN,93.0227002677683,95.5722322308738,94.4644972423036,99.8589175338946,104.339929434072,110.132584644972,112.940836383512,111.951560996903,116.895149769939,116.025257145892,114.556675136837,112.569975631646,134.819585121297,161.987061525057,174.014094491397,207.300312768544,208.656403182912,218.453984016706,263.58143153799,327.822312162563,378.044305113183,337.978371685285,322.777452914962,271.129844234977,252.869785044788,244.410941733101,303.349035603158,344.503146752797,346.736631300277,311.678045207701,393.68676796568,385.753840745475,317.962736015867,411.926179723246,279.666749038025,367.387714295597,387.432098183474,361.099982369469,379.441767515178,551.821429431177,512.673901962619,518.067474134696,574.929798155789,711.284954771847,798.744304503809,822.785143124704,856.054916559873,966.203618310158,1125.42613398072,1088.75790573459,1036.53451502404,1130.27325128015,1145.14010479477,1251.20976745379,1291.41018480579,1076.79669785585,1087.28733148547,1136.59387178448,1241.82529800958,1219.51550596905,1291.04097215441,
Burkina Faso,BFA,68.4247344006247,71.558180092437,76.520549314543,78.3721958330329,80.4727181207385,81.7250523247925,82.545684006557,84.3630702039477,84.7329371553071,86.5202091318263,81.5000146010762,84.2878285843207,99.326746973691,113.780341433982,124.358896430637,152.727996774912,155.649056863891,176.783350963439,225.941517814401,262.076009642159,282.685850096209,254.230468740772,245.09449089523,217.994602363453,193.843273138253,200.8943517994,256.762480687544,291.131616653547,313.061591382782,304.85352087584,351.979233521781,346.410595888327,361.046875627391,334.943236997182,193.070280195262,235.832150553486,249.360558855403,229.492949313014,255.718236662883,300.421723896109,255.718687257319,267.097599629023,294.665388546593,374.627357970473,418.37666028192,457.933430763383,473.449868166334,535.062279451535,643.404581023036,624.175164544582,647.836095537879,751.172770411005,758.000426972403,787.469438309085,792.84623742527,653.32726813947,688.250696258197,734.996267960528,804.500537821516,796.115206827676,857.932729650223,
Bangladesh,BGD,89.0352394288932,97.5952917047176,100.122129600152,101.901412511993,100.221104183654,106.646644385365,112.665364752713,122.870628479594,122.847597531085,135.147381311241,140.002705319444,133.551418941349,94.381677046194,119.559723931133,182.020018493274,277.570605237475,141.197158924105,131.373227305593,176.0339474319,200.769677039014,227.751926507714,247.649616779944,220.718796963204,204.417690056891,213.996638569696,245.453912291425,233.658072199948,253.974473728959,270.69960091549,285.829216867865,306.268700840472,293.160421069586,293.644987576871,300.555747727731,299.533037088051,329.424076062081,394.717491899332,401.498667424687,407.429176197808,409.543183768079,418.068942112038,415.034404287378,413.080282638086,446.310675745944,475.291930195819,499.461940239156,509.640189887604,558.051840707954,634.987069668507,702.264419644314,781.153577677298,861.762162181077,883.117129615718,981.860851354457,1118.87380783368,1248.45330989613,1401.56463513179,1563.76781861826,1698.13208078712,1855.74009422319,1961.6137487886,
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,2238.80295786574,2234.81481573125,2169.00401089683,1852.81343442802,1963.57267618274,1914.55064658793,2260.4272811545,3132.30136036246,2511.39306259489,2477.0208179596,2366.52982128614,1267.73437541485,1211.98087810931,1278.24717346108,1148.4943993817,2258.28601787597,1470.10370331004,1361.3923860059,1820.40509424896,1659.71834595525,1621.24296080247,1770.91353394746,2092.95769387611,2719.49765607059,3389.70704883102,3899.90763774017,4523.0508329806,5885.10434781837,7265.73549682997,6988.23332468094,6853.00285388669,7849.16528274432,7432.47876568071,7681.93461995882,7901.78587639382,7074.68102325059,7569.47881476759,8366.29322145748,9446.70077185518,9879.26853313318,10079.2033812203,
Bahrain,BHR,,,,,,,,,,,,,,,,,,,,,8537.71587001028,9269.26961652991,9446.08457726994,9421.3569469587,9590.54179396802,8706.76660148502,7041.63444747202,7554.93219231615,7958.74792458539,8031.0048199518,8529.05212670928,9055.6444071063,9082.82798832159,9698.15288998905,10130.3762030729,10376.953296178,10544.7946831914,10672.2377596193,10076.2698786937,10401.5621521671,13636.4167499288,12868.1769170821,13049.9097291643,14222.0367965749,15846.5059474506,17959.3968267194,19307.5089373876,20976.442287272,23066.4509824376,19355.9210050895,20722.0704900745,22514.202716483,23654.3695877495,24744.296958551,24989.437527708,22634.0856475674,22608.4525623673,23742.9373424159,24085.955988096,23551.9300857404,20409.9528047731,
"Bahamas, The",BHS,1550.26769865087,1651.31767315288,1752.84000562204,1867.0103505514,1994.44049711429,2144.73908940986,2322.70581564547,2556.63426678748,2804.33387615547,3215.15389706852,3178.86332002536,3297.41106651178,3322.21991083025,3696.0318203604,3416.43931822479,3156.25082717912,3328.61593650695,3617.45306950786,4131.38642657905,5533.25193819147,6340.78703066162,6624.99245312812,7168.16088508597,7698.08303160888,8877.70591484605,9893.04200290734,10344.3226508242,11156.5572523791,11387.709081798,12163.4397667416,12356.2309982945,11919.8335676821,11686.7397416813,11406.858133658,11814.4347088443,12238.6046063409,12708.6414536235,22036.1006810202,23514.1775636614,26130.0129564073,27098.1563186767,27486.2367737544,28867.0824977166,28327.8136706662,28396.0137099278,30279.3922080481,30713.7980618188,31472.2855356015,30627.3277467412,28552.5171624714,28443.8884756689,28005.9124040903,29485.8642228279,28583.0232976179,30065.1602023609,31776.0555852485,31732.9191396131,32376.5091722572,33290.028135413,33799.4176940891,25194.0251444381,
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.012792020937,487.476904509881,740.099686468862,982.801849065598,1102.39068809628,1251.74759512886,1484.17605553887,1544.60207508357,1789.85769066943,2258.94645158877,2698.46717999989,2980.60126845084,3416.51237566203,4193.36801082253,5090.9458340499,4714.69374593021,4635.5101947972,5092.5547231941,4777.06691374907,5129.6635340307,5330.35507495756,4729.68995905382,4994.97155093444,5394.26894391382,6070.34908129292,6119.76234462222,6079.73828544838,
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124.76794393518,,,,1739.81405022316,1323.27308763724,1452.5071047646,1394.50848390557,1515.53074263849,1212.04597845077,1276.49398462377,1244.37318523431,1479.31458271677,1819.76605926177,2378.62328600741,3125.81053502853,3847.43412382153,4735.65760793999,6377.36973201232,5352.5839116007,6033.6862392722,6527.17386871642,6953.13251493684,7998.12523878099,8341.39967861093,5967.05220384914,5039.68188628499,5785.67067254068,6360.06247301284,6837.71782606351,6424.15217642722,
Belize,BLZ,304.90385978004,316.413629488762,327.099996524794,336.938102250285,351.161126269562,377.590746983887,406.094253261097,420.375933569588,386.939901268415,396.627700589062,435.683337704869,474.436612630079,519.555335346672,605.933440702651,786.081065222237,885.957935695622,717.061406039621,858.821811811081,980.751933801043,1074.29477289777,1373.21684470372,1328.77412148881,1202.79317551265,1232.85320212631,1337.03761994362,1289.39074367083,1366.04167351088,1612.33133477827,1788.00131978824,2011.94679652231,2197.16159341937,2326.72416499247,2668.53142174924,2834.68842504744,2882.15208326102,2997.76045844165,3003.18262660301,2954.22723682726,2993.0335985546,3066.09513806652,3364.49173102584,3404.42058588298,3526.08151318472,3650.60647000312,3802.2631601788,3885.03407353117,4155.32388497209,4252.39540382101,4404.30819823872,4186.51999809315,4270.78008466035,4423.4968423614,4505.60059312987,4568.64122799115,4718.43658122355,4770.23265563888,4856.97324853112,4945.85769867226,5001.42215663433,5078.80994441772,4115.17700795622,
Bermuda,BMU,1902.40211884937,1961.5381691712,2020.38596495589,2020.2652474469,2199.72700682735,2282.21654621089,2630.85046638536,2982.7497043718,2830.18867924528,3053.7037037037,3387.27272727273,3866.30036630037,4343.17343173432,5009.2936802974,5853.93258426966,6509.43396226415,7261.27819548872,8370.78651685393,8876.86567164179,9613.38289962825,11218.2178159868,13425.9769663942,14166.1712925391,15902.0203826211,17469.8255675877,18269.5355197019,20450.6645289464,22411.7956749468,24253.1755188784,25517.9217212488,26841.5197383946,27700.3100591315,28669.6817134568,30900.6942794093,31476.0637221848,33989.7231613832,44826.7890701658,48478.8832504091,51371.7408069836,54245.459737293,56284.1686478094,58883.9594265967,62583.1002034588,66111.7252270035,70359.3191088798,75882.0338560339,95221.8588720301,104287.387498459,106935.486341979,101407.764031934,101875.28407346,97774.1620717428,98431.8651810241,99471.6388978631,98467.683993982,102005.62564189,106885.878489327,111820.581466347,113023.185594268,117098.446325474,107079.479836627,
Bolivia,BOL,102.237722413607,109.061303979425,116.924968208513,123.429341345478,136.312361950325,149.640333206756,162.326054493388,179.583038401343,199.629567437341,211.797016169884,226.806971403988,239.127498743471,268.584015387715,263.892746078729,429.297559603423,480.803655121945,534.273285904764,617.30682923322,703.135427290607,809.412178497187,811.28529928503,1030.83305449824,960.983778189371,913.974850691183,1019.05725747634,870.185648376456,627.398628752618,671.075854650414,698.692002828122,701.665938595643,709.059982354587,762.077707050846,788.152320018064,784.190988682633,801.046136937657,880.992686367672,950.856386162623,998.515953217447,1049.49937364874,1003.39223063895,997.581748874387,948.870211337892,904.225799882294,907.537415801528,967.406458598204,1034.31180039586,1218.87407027713,1372.62836843372,1715.2083925524,1754.20946375615,1955.46018156049,2346.33784403698,2609.880562178,2908.2003704458,3081.87882321413,3035.97165489786,3076.65643989367,3351.12434384125,3548.59078021377,3552.06814321502,3133.09980321504,
Brazil,BRA,,232.480546230829,251.348317405138,295.631970805808,258.605370728102,269.456289972728,330.040585940268,353.110710623409,375.390573527233,400.787069424398,445.02378079118,501.316814178866,585.171404964645,817.452445155272,1048.59623468058,1205.07483377655,1395.09639887333,1568.54335363973,1739.72056573285,1877.68227213837,1966.90362644202,2088.0026865078,2144.80405335667,1465.10809173055,1422.68391394237,1558.90793451031,1857.0912337094,2009.03972858548,2146.75850960088,2371.57219575685,2622.26288057098,2259.23989366801,2127.50718981169,2348.09004733429,3295.24492362344,4748.38820787605,5166.16393308148,5282.04946994988,5087.07907232375,3479.84383285395,3749.91084752888,3160.24934491441,2839.49150108966,3070.43641941942,3637.3138901512,4790.45656586131,5886.39152194816,7348.18796290712,8831.18364277674,8597.79433526264,11286.071540212,13245.387369564,12370.2232548476,12300.3867121004,12112.8349554875,8813.98980647828,8710.06328995352,9928.67589653405,9151.38173161536,8897.55296585529,6796.84454227877,
Barbados,BRB,,,,,,,,,,,,,,,1274.54837242167,1633.82301212861,1760.66009350232,1988.89518753808,2209.76701460887,2667.07958378409,4010.81118962834,4398.8248657733,4580.97053014615,4851.0995550743,5271.7298364272,5500.41411424655,6019.6532443006,6605.77921864545,6999.87611601587,7717.17744895403,7711.29545617628,7714.74274597281,7444.1781733805,7819.57000268592,8121.56191861473,8335.89929257052,8851.04645800324,9315.96756568231,10459.4424704914,10914.2822448996,11268.4200640121,11209.4211248688,11361.5167707179,11699.3704685216,12512.5779652212,13822.7417486972,15199.5675286062,16770.6610309974,17092.5821408414,15885.410181888,16056.3709766031,16458.3532105715,16249.6739490585,16451.2793094473,16489.0722373387,16524.899501274,16900.0482858522,17391.6689084614,17745.2553725928,18148.4978451054,15373.8547035017,
Brunei Darussalam,BRN,,,,,,1113.78304185271,1237.5635792503,1236.41966434465,1364.0659775422,1304.34067194988,1382.53763072231,1455.8875762271,1906.97148768455,2916.13027269299,6923.22182797073,7228.04037278514,8461.88958183312,9917.30147004135,10715.1765365863,14945.8410921249,25422.0391890215,21828.1224513509,20693.8249109432,18129.2439039929,17337.0264761605,15699.5747775143,10214.0284912819,11594.5675406595,11009.2573850071,11872.7251657755,13607.8902731894,13905.1683366332,15274.6677075047,14575.5745862436,14120.9525583928,15933.4528281823,16793.3912313027,16660.1476273967,12694.1489574427,14101.1728497244,18012.5021948953,16472.0032948215,16850.3940790817,18560.5035016224,21902.0271176465,26105.4220290571,30979.9628427354,32663.3923711414,37934.6764481019,27956.0051426256,35270.6421390658,47055.960643203,47739.5576931563,44740.8594244355,41725.8675220155,31164.0362528468,27158.4056535724,28571.608291419,31628.4762566009,31085.9619255901,27442.95382794,
Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,316.349935761632,332.810599463172,329.573352036164,356.250564578573,355.415897221933,351.679895132503,399.493500097155,491.127810881653,534.296187936104,506.968393522593,541.93225710575,449.501242155823,449.400428209885,424.337841824734,486.901980061879,543.301618711449,560.391078973139,638.485866574715,643.988226336077,690.912743468583,718.196336969414,764.432808246182,845.500672103578,962.095371307745,1068.43181141275,1228.43235572338,1330.97744400874,1757.19049597895,1828.1546768491,1819.19730959964,2258.18643535953,2563.261223801,2538.94951919964,2472.72475320595,2652.22565438023,2752.63017233678,2930.5749227006,3286.59674376682,3243.47743748718,3322.86332871934,3000.77932702976,
